rid,org_id,sex,age,tenure_yr,TI_TOT,WE_TOT,LS_TOT,CM_TOT,q_open,answer,dominant_topic_true
R0353,ORG35,2,29,0.1,2.333,3.25,4.0,2.75,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,강의 콘텐츠 교육 과정 관련해서 만족스러운 편입니다. 코칭 팀장 측면은 잘 되어 있다고 봅니다.,교육·학습
R0354,ORG35,1,25,5.6,3.667,3.333,3.4,2.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,교육 학습시간 문제가 반복되고 있습니다. 성장 자기계발 직무전환이(가) 가장 큰 문제라고 생각합니다.,교육·학습
R0356,ORG35,2,31,12.6,4.0,2.083,3.0,2.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"조직 차원에서 볼 때, 비전 직무전환이(가) 가장 큰 문제라고 생각합니다. 업무량 야근이(가) 가장 큰 문제라고 생각합니다.",경력·성장
R0357,ORG35,2,28,1.8,4.0,2.25,2.6,3.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,연봉 복지 인센티브 문제가 반복되고 있습니다. 일정 부담 과중 문제가 반복되고 있습니다.,보상·처우
R0358,ORG35,2,36,1.8,1.333,2.833,2.8,2.4,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"구성원 차원에서 볼 때, 인센티브 보상 평가이(가) 가장 큰 문제라고 생각합니다. 야근 휴식 문제가 반복되고 있습니다.",보상·처우
R0359,ORG36,2,28,0.6,3.0,3.0,3.0,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"필요 차원에서 볼 때, 교육 스터디 강의 때문에 고민이 많습니다. 경력 장기적 미래 비전이(가) 가장 큰 문제라고 생각합니다.",교육·학습
R0361,ORG36,2,32,1.4,2.667,3.917,3.0,3.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 자격증 강의 연수에 더 신경 써 주면 좋겠습니다. 여유 야근 피로 부분에서 개선이 필요합니다.,교육·학습
R0362,ORG36,2,42,3.9,2.0,4.667,4.6,3.438,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,관계 코칭 리더 때문에 고민이 많습니다.,리더십·관계
R0363,ORG36,1,34,3.1,2.667,3.583,4.0,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,온라인 강의 학습시간 관련해서 만족스러운 편입니다. 야근 번아웃 부담 부분에서 개선이 필요합니다.,교육·학습
R0365,ORG36,1,32,5.9,3.333,3.667,2.2,3.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,상사 동료 관계에 대한 지원이 부족합니다. 실습 교육비 때문에 고민이 많습니다.,리더십·관계
R0366,ORG36,2,36,5.5,5.0,3.333,2.2,2.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,여유 피로 과중 부담 관련해서 만족스러운 편입니다.,업무량·소진
R0367,ORG36,1,36,1.3,3.0,3.333,4.2,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,피로 과중 때문에 고민이 많습니다.,업무량·소진
R0368,ORG36,2,36,5.5,2.667,3.75,4.2,3.812,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 회사가 처우 만족에 더 신경 써 주면 좋겠습니다.",보상·처우
R0369,ORG36,2,27,4.5,3.0,3.0,3.0,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 직무전환 장기적 자기계발 비전 문제가 반복되고 있습니다.",경력·성장
R0370,ORG36,1,40,1.5,2.667,4.25,2.0,3.75,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,평가 승급 복지 문제가 반복되고 있습니다. 워라밸 휴식 스트레스이(가) 가장 큰 문제라고 생각합니다.,보상·처우
R0371,ORG36,2,28,0.5,3.333,3.5,2.6,3.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"조직 차원에서 볼 때, 동료 관계 존중 팀장 문제가 반복되고 있습니다.",리더십·관계
R0372,ORG37,2,30,1.7,3.333,3.0,3.6,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"회사 차원에서 볼 때, 피로 과중 휴식 워라밸에 대한 지원이 부족합니다. 임금 처우 측면은 잘 되어 있다고 봅니다.",업무량·소진
R0373,ORG37,1,27,2.4,3.667,3.0,3.0,3.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,휴식 워라밸 업무량 관련해서 만족스러운 편입니다. 수당 임금 인센티브 때문에 고민이 많습니다.,업무량·소진
R0374,ORG37,2,32,3.1,2.333,3.833,4.4,3.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"필요 차원에서 볼 때, 교육비 교육 콘텐츠 학습에 대한 지원이 부족합니다. 피로 스트레스 워라밸에 대한 지원이 부족합니다.",교육·학습
R0375,ORG37,2,40,2.6,4.0,2.333,4.2,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 관계 팀장 동료 부분에서 개선이 필요합니다. 연수 실습이(가) 가장 큰 문제라고 생각합니다.",리더십·관계
R0376,ORG37,1,31,10.1,2.333,3.25,3.4,3.812,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"생각 차원에서 볼 때, 자격증 콘텐츠 관련해서 만족스러운 편입니다.",교육·학습
R0378,ORG37,2,34,2.1,3.667,4.167,3.8,3.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"회사 차원에서 볼 때, 온라인 학습시간 학습이(가) 가장 큰 문제라고 생각합니다. 평가 만족 형평성 처우이(가) 가장 큰 문제라고 생각합니다.",교육·학습
R0380,ORG37,2,27,2.3,3.0,2.667,3.8,2.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,평가 수당 만족 때문에 고민이 많습니다. 강의 학습시간 온라인 과정에 대한 지원이 부족합니다. 스트레스 야근 여유 문제가 반복되고 있습니다.,보상·처우
R0381,ORG37,1,28,1.8,3.667,3.333,3.8,2.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,커리어 전문성 승진 자기계발 측면은 잘 되어 있다고 봅니다. 교육비 강의 스터디 부분에서 개선이 필요합니다.,경력·성장
R0382,ORG38,1,32,1.0,2.333,3.417,3.4,3.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,실습 스터디 콘텐츠 교육에 대한 지원이 부족합니다.,교육·학습
R0383,ORG38,1,35,6.6,4.0,3.583,3.8,3.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,업무량·소진
R0384,ORG38,2,27,1.6,3.0,3.25,3.6,3.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"회사 차원에서 볼 때, 회사가 실습 교육에 더 신경 써 주면 좋겠습니다. 전문성 자기계발 장기적에 대한 지원이 부족합니다. 존중 소통 때문에 고민이 많습니다.",교육·학습
R0385,ORG38,2,28,1.0,2.0,3.917,2.2,3.133,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,코칭 상사 문제가 반복되고 있습니다. 회사가 워라밸 업무량 스트레스에 더 신경 써 주면 좋겠습니다.,리더십·관계
R0387,ORG38,2,27,4.6,4.667,4.083,3.5,4.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 업무량 인력부족 워라밸 부분에서 개선이 필요합니다.",업무량·소진
R0388,ORG38,2,34,0.5,3.667,2.917,3.0,3.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 인력부족 일정 피로 업무량 문제가 반복되고 있습니다. 코칭 신뢰 때문에 고민이 많습니다.",업무량·소진
R0389,ORG38,2,28,1.1,3.333,2.917,3.6,3.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"생각 차원에서 볼 때, 교육 온라인 문제가 반복되고 있습니다.",교육·학습
R0390,ORG38,1,29,7.6,3.667,3.667,3.0,4.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,자기계발 경력경로 역량개발 전문성 때문에 고민이 많습니다.,경력·성장
R0392,ORG38,1,37,2.7,2.667,2.25,3.2,2.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,임금 형평성 관련해서 만족스러운 편입니다. 부담 야근 일정 워라밸 문제가 반복되고 있습니다.,보상·처우
R0393,ORG39,2,30,6.8,3.0,2.5,3.2,2.5,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,인센티브 연봉 만족 승급 때문에 고민이 많습니다.,보상·처우
R0394,ORG39,2,32,8.6,3.333,3.917,4.2,2.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,업무량·소진
R0395,ORG39,1,30,2.3,2.333,3.583,3.8,3.75,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 협업 팀장 코칭 피드백에 더 신경 써 주면 좋겠습니다. 회사가 자기계발 성장 장기적에 더 신경 써 주면 좋겠습니다.,리더십·관계
R0397,ORG39,1,35,6.2,4.333,3.083,3.4,3.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,평가 형평성 복지 연봉이(가) 가장 큰 문제라고 생각합니다. 회사가 스터디 교육비 교육에 더 신경 써 주면 좋겠습니다.,보상·처우
R0398,ORG39,1,29,2.5,3.0,3.0,3.0,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"직원 차원에서 볼 때, 존중 동료 리더 협업 부분에서 개선이 필요합니다. 자기계발 성장 경력경로 문제가 반복되고 있습니다. 야근 여유 인력부족 업무량 관련해서 만족스러운 편입니다.",리더십·관계
R0399,ORG39,1,34,4.4,3.667,2.917,3.6,3.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,교육·학습
R0400,ORG39,2,24,4.5,3.333,3.583,3.8,3.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"현재 차원에서 볼 때, 직무전환 자기계발 승진에 대한 지원이 부족합니다.",경력·성장
R0401,ORG39,1,29,3.6,2.667,3.25,3.8,2.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,스트레스 휴식 인력부족 야근 때문에 고민이 많습니다. 회사가 신뢰 피드백 존중에 더 신경 써 주면 좋겠습니다.,업무량·소진
R0402,ORG39,2,28,7.1,2.667,4.167,3.4,3.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,형평성 복지 부분에서 개선이 필요합니다.,보상·처우
R0403,ORG39,2,29,2.7,2.0,3.667,4.2,4.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"구성원 차원에서 볼 때, 과중 인력부족 문제가 반복되고 있습니다. 분위기 협업 리더 신뢰 문제가 반복되고 있습니다. 콘텐츠 자격증 연수이(가) 가장 큰 문제라고 생각합니다.",업무량·소진
R0404,ORG39,2,34,1.9,2.667,2.833,3.6,3.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,승급 처우 연봉 관련해서 만족스러운 편입니다.,보상·처우
R0405,ORG40,2,29,0.8,5.0,3.0,4.4,2.438,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,형평성 공정 보상 승급 측면은 잘 되어 있다고 봅니다. 워라밸 스트레스 야근 피로 측면은 잘 되어 있다고 봅니다.,보상·처우
R0407,ORG40,2,27,1.0,1.333,4.25,4.2,3.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,비전 미래이(가) 가장 큰 문제라고 생각합니다.,경력·성장
R0408,ORG40,1,27,0.5,3.0,3.0,3.0,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,없음,리더십·관계
R0409,ORG40,2,27,1.8,3.667,2.833,4.6,3.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"직원 차원에서 볼 때, 휴식 인력부족 때문에 고민이 많습니다.",업무량·소진
R0410,ORG40,2,28,3.0,2.333,3.25,4.0,3.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,콘텐츠 실습 연수 때문에 고민이 많습니다. 자기계발 비전 경력경로에 대한 지원이 부족합니다.,교육·학습
R0411,ORG40,1,23,1.5,2.333,3.333,3.4,4.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"조직 차원에서 볼 때, 분위기 협업 소통에 대한 지원이 부족합니다. 성장 직무전환에 대한 지원이 부족합니다.",리더십·관계
R0412,ORG40,1,44,1.3,5.0,1.917,4.2,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,임금 인센티브 보상 때문에 고민이 많습니다. 비전 경력 장기적 문제가 반복되고 있습니다.,보상·처우
R0413,ORG40,2,36,0.2,1.0,3.5,4.8,3.625,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 피로 번아웃 과중에 더 신경 써 주면 좋겠습니다.,업무량·소진
R0414,ORG40,2,23,1.2,2.667,2.667,3.75,3.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"구성원 차원에서 볼 때, 스터디 학습시간 과정 때문에 고민이 많습니다. 공정 승급이(가) 가장 큰 문제라고 생각합니다.",교육·학습
R0415,ORG41,1,25,1.9,4.333,3.083,2.6,2.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 교육비 교육 콘텐츠 학습에 대한 지원이 부족합니다. 과중 피로 여유 일정이(가) 가장 큰 문제라고 생각합니다.",교육·학습
R0416,ORG41,1,32,2.6,3.0,3.083,2.8,3.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,승진 전문성 경력경로 때문에 고민이 많습니다. 회사가 실습 강의 연수에 더 신경 써 주면 좋겠습니다.,경력·성장
R0417,ORG41,1,28,11.3,1.667,4.5,4.6,3.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,관계 상사 존중 동료 때문에 고민이 많습니다. 실습 학습 문제가 반복되고 있습니다.,리더십·관계
R0419,ORG41,2,23,0.7,3.0,3.25,4.0,4.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,없음,리더십·관계
R0420,ORG41,1,27,0.4,4.333,3.583,2.0,3.438,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"직원 차원에서 볼 때, 동료 소통 부분에서 개선이 필요합니다.",리더십·관계
R0421,ORG41,1,33,6.7,3.333,2.583,2.4,3.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 과정 실습 교육에 더 신경 써 주면 좋겠습니다. 분위기 피드백에 대한 지원이 부족합니다.,교육·학습
R0422,ORG41,2,35,8.3,4.667,2.917,4.4,3.6,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 신뢰 코칭에 대한 지원이 부족합니다. 승급 수당 형평성 평가 때문에 고민이 많습니다.",리더십·관계
R0423,ORG41,2,34,2.1,4.333,3.333,3.8,3.438,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,교육·학습
R0425,ORG41,2,43,5.9,3.667,3.5,3.8,3.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"구성원 차원에서 볼 때, 학습 연수 스터디 온라인 때문에 고민이 많습니다. 휴식 번아웃 문제가 반복되고 있습니다.",교육·학습
R0426,ORG41,1,29,4.5,3.0,3.333,4.4,4.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 커리어 승진 역량개발 성장 문제가 반복되고 있습니다. 학습시간 교육이(가) 가장 큰 문제라고 생각합니다.",경력·성장
R0427,ORG42,2,29,1.2,3.333,2.083,2.6,2.75,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"현재 차원에서 볼 때, 비전 장기적 관련해서 만족스러운 편입니다. 회사가 인센티브 수당 평가 공정에 더 신경 써 주면 좋겠습니다.",경력·성장
R0428,ORG42,2,32,3.2,3.5,2.5,2.2,2.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,학습시간 교육 측면은 잘 되어 있다고 봅니다. 일정 업무량 스트레스 때문에 고민이 많습니다.,교육·학습
R0430,ORG42,2,31,3.2,5.0,3.333,3.4,2.812,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,처우 승급 연봉 보상 측면은 잘 되어 있다고 봅니다.,보상·처우
R0431,ORG42,1,22,7.0,3.0,3.25,4.0,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 연봉 인센티브에 대한 지원이 부족합니다. 미래 경력 전문성 승진이(가) 가장 큰 문제라고 생각합니다.",보상·처우
R0432,ORG42,1,30,3.0,2.667,3.083,3.0,3.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,없음,교육·학습
R0433,ORG42,1,35,6.8,2.667,3.333,2.8,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,학습시간 교육비 연수 때문에 고민이 많습니다. 소통 피드백 상사 분위기 문제가 반복되고 있습니다.,교육·학습
R0434,ORG42,2,27,3.7,2.667,3.25,3.8,3.625,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"현재 차원에서 볼 때, 회사가 리더 존중 신뢰에 더 신경 써 주면 좋겠습니다.",리더십·관계
R0435,ORG42,2,30,1.8,1.667,1.75,2.4,2.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 코칭 리더 소통에 더 신경 써 주면 좋겠습니다.,리더십·관계
R0436,ORG42,1,41,3.6,3.0,3.667,2.6,3.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,업무량·소진
R0437,ORG42,2,29,0.0,1.667,3.167,3.4,3.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"현재 차원에서 볼 때, 회사가 평가 형평성에 더 신경 써 주면 좋겠습니다.",보상·처우
R0439,ORG43,2,29,3.3,4.0,4.083,3.2,4.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,경력 미래 전문성에 대한 지원이 부족합니다. 교육비 온라인이(가) 가장 큰 문제라고 생각합니다.,경력·성장
R0440,ORG43,2,26,3.6,4.0,2.25,2.6,3.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,복지 평가이(가) 가장 큰 문제라고 생각합니다. 커리어 성장 승진 측면은 잘 되어 있다고 봅니다. 부담 휴식 일정 과중 문제가 반복되고 있습니다.,보상·처우
R0441,ORG43,1,22,1.4,3.333,4.083,4.2,3.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,야근 휴식 업무량에 대한 지원이 부족합니다.,업무량·소진
R0442,ORG43,2,30,1.4,5.0,3.75,4.0,2.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"생각 차원에서 볼 때, 승급 연봉 형평성 관련해서 만족스러운 편입니다. 강의 실습 연수 교육이(가) 가장 큰 문제라고 생각합니다. 여유 피로 야근 때문에 고민이 많습니다.",보상·처우
R0443,ORG43,2,25,1.2,4.333,4.083,4.6,4.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"필요 차원에서 볼 때, 장기적 성장 전문성 승진 측면은 잘 되어 있다고 봅니다. 스트레스 인력부족 휴식 부담 문제가 반복되고 있습니다.",경력·성장
R0445,ORG44,2,22,0.4,3.0,3.917,4.6,3.062,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 교육 학습시간 측면은 잘 되어 있다고 봅니다. 팀장 상사 소통 코칭 때문에 고민이 많습니다.",교육·학습
R0446,ORG44,2,31,2.2,4.333,2.417,2.2,2.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 인센티브 수당 보상 문제가 반복되고 있습니다.",보상·처우
R0447,ORG44,2,32,2.4,3.667,2.25,2.8,2.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,온라인 스터디 실습 연수이(가) 가장 큰 문제라고 생각합니다.,교육·학습
R0448,ORG44,1,24,3.2,2.667,3.833,2.6,2.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,,교육·학습
R0449,ORG44,1,37,4.4,3.667,2.583,3.2,3.133,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,없음,교육·학습
R0450,ORG44,1,31,0.7,3.0,3.583,2.2,4.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,실습 스터디 교육에 대한 지원이 부족합니다. 승진 자기계발 전문성 비전에 대한 지원이 부족합니다.,교육·학습
R0451,ORG44,2,24,3.9,2.667,3.833,2.6,3.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"요즘 차원에서 볼 때, 학습시간 연수 강의 실습 관련해서 만족스러운 편입니다. 연봉 보상 부분에서 개선이 필요합니다.",교육·학습
R0452,ORG44,1,41,5.0,3.0,4.417,2.4,3.438,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,피드백 분위기 상사 관계 때문에 고민이 많습니다.,리더십·관계
R0453,ORG45,1,35,3.5,3.667,2.833,2.6,2.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 피로 인력부족 여유 업무량 측면은 잘 되어 있다고 봅니다.",업무량·소진
R0454,ORG45,1,36,7.7,4.0,3.455,4.2,2.562,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,실습 교육비 학습 관련해서 만족스러운 편입니다. 보상 처우 연봉 부분에서 개선이 필요합니다.,교육·학습
R0455,ORG45,2,36,2.3,2.0,4.25,3.8,3.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,학습 과정 강의 부분에서 개선이 필요합니다. 부담 번아웃 여유 휴식 부분에서 개선이 필요합니다.,교육·학습
R0456,ORG45,2,32,0.7,3.667,4.0,2.6,4.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,커리어 역량개발 자기계발 장기적 관련해서 만족스러운 편입니다.,경력·성장
R0457,ORG45,1,33,2.2,2.333,3.667,2.6,3.125,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"직원 차원에서 볼 때, 학습 스터디 콘텐츠 부분에서 개선이 필요합니다.",교육·학습
R0458,ORG45,2,36,5.7,3.0,2.75,2.0,2.938,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"부서 차원에서 볼 때, 역량개발 승진 성장 커리어 관련해서 만족스러운 편입니다. 관계 코칭 소통에 대한 지원이 부족합니다.",경력·성장
R0459,ORG45,1,29,0.8,3.667,4.25,3.0,3.312,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,동료 팀장 협업 신뢰 측면은 잘 되어 있다고 봅니다. 승급 보상 문제가 반복되고 있습니다.,리더십·관계
R0460,ORG45,1,28,0.2,5.0,3.0,4.2,3.25,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"회사 차원에서 볼 때, 미래 전문성 경력경로 자기계발 측면은 잘 되어 있다고 봅니다. 존중 코칭 부분에서 개선이 필요합니다.",경력·성장
R0462,ORG46,1,39,1.8,4.0,4.0,4.0,4.0,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 강의 스터디에 더 신경 써 주면 좋겠습니다. 인력부족 업무량 과중 스트레스 문제가 반복되고 있습니다.,교육·학습
R0463,ORG46,1,30,2.2,3.0,2.273,1.8,3.688,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,회사가 만족 평가에 더 신경 써 주면 좋겠습니다.,보상·처우
R0464,ORG46,1,32,3.8,2.667,3.417,4.0,3.812,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"회사 차원에서 볼 때, 협업 상사 리더 분위기 부분에서 개선이 필요합니다.",리더십·관계
R0465,ORG46,2,33,3.9,4.333,2.333,2.6,3.188,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"필요 차원에서 볼 때, 온라인 스터디에 대한 지원이 부족합니다. 일정 스트레스 인력부족 측면은 잘 되어 있다고 봅니다.",교육·학습
R0466,ORG46,1,31,7.9,3.0,2.583,1.4,2.875,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"우리 차원에서 볼 때, 교육비 과정 콘텐츠 문제가 반복되고 있습니다. 임금 형평성 공정 측면은 잘 되어 있다고 봅니다. 휴식 부담 업무량 야근에 대한 지원이 부족합니다.",교육·학습
R0467,ORG46,1,30,1.1,3.667,3.417,2.8,4.375,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,성장 미래 승진 전문성 문제가 반복되고 있습니다.,경력·성장
R0468,ORG46,1,38,8.7,4.333,3.25,3.6,1.812,우리 회사의 인재개발에서 개선이 필요한 점은 무엇입니까?,"직원 차원에서 볼 때, 스트레스 업무량 측면은 잘 되어 있다고 봅니다. 분위기 팀장 피드백 상사 관련해서 만족스러운 편입니다. 복지 승급 만족이(가) 가장 큰 문제라고 생각합니다.",업무량·소진
